,CODIGO_CLIENTE,UF,ULTIMO_SALARIO,MEDIA_SALARIO_ZIP,TEMPO_ULTIMO_EMPREGO_MESES,RECOMENDADO,VLR_RECOM
5668,2350,RJ,11500.0,9800.0,30,NÃO,-1700.0
5669,2355,RJ,9800.0,9800.0,120,NÃO,0.0
5670,2360,RJ,13000.0,9800.0,90,NÃO,-3200.0
5671,2362,RJ,18300.0,9800.0,150,NÃO,-8500.0
5672,2367,RJ,11500.0,9800.0,30,NÃO,-1700.0
5673,2372,RJ,9800.0,9800.0,120,NÃO,0.0
5674,2377,RJ,13000.0,9800.0,90,NÃO,-3200.0
5675,2379,RJ,18300.0,9800.0,150,NÃO,-8500.0
5676,2384,RJ,11500.0,9800.0,30,NÃO,-1700.0
5677,2389,RJ,9800.0,9800.0,120,NÃO,0.0
5678,2394,RJ,13000.0,9800.0,90,NÃO,-3200.0
5679,2396,RJ,18300.0,9800.0,150,NÃO,-8500.0
5680,2401,RJ,11500.0,9800.0,30,NÃO,-1700.0
5681,2406,RJ,9800.0,9800.0,120,NÃO,0.0
5682,2411,RJ,13000.0,9800.0,90,NÃO,-3200.0
5683,2413,RJ,18300.0,9800.0,150,NÃO,-8500.0
5684,2418,RJ,11500.0,9800.0,30,NÃO,-1700.0
5685,2423,RJ,9800.0,9800.0,120,NÃO,0.0
5686,2428,RJ,13000.0,9800.0,90,NÃO,-3200.0
5687,2430,RJ,18300.0,9800.0,150,NÃO,-8500.0
5688,2435,RJ,11500.0,9800.0,30,NÃO,-1700.0
5689,2440,RJ,9800.0,9800.0,120,NÃO,0.0
5690,2445,RJ,13000.0,9800.0,90,NÃO,-3200.0
5691,2447,RJ,18300.0,9800.0,150,NÃO,-8500.0
5692,2452,RJ,11500.0,9800.0,30,NÃO,-1700.0
5693,2457,RJ,9800.0,9800.0,120,NÃO,0.0
5694,2462,RJ,13000.0,9800.0,90,NÃO,-3200.0
5695,2464,RJ,18300.0,9800.0,150,NÃO,-8500.0
5696,2469,RJ,11500.0,9800.0,30,NÃO,-1700.0
5697,2474,RJ,9800.0,9800.0,120,NÃO,0.0
5698,2479,RJ,13000.0,9800.0,90,NÃO,-3200.0
5699,2481,RJ,18300.0,9800.0,150,NÃO,-8500.0
5700,2486,RJ,11500.0,9800.0,30,NÃO,-1700.0
5701,2491,RJ,2200.0,9800.0,18,SIM,7600.0
5702,2496,RJ,22000.0,9800.0,25,NÃO,-12200.0
5703,2498,RJ,9800.0,9800.0,120,NÃO,0.0
5704,2503,RJ,13000.0,9800.0,90,NÃO,-3200.0
5705,2508,RJ,2200.0,9800.0,18,SIM,7600.0
5706,2513,RJ,1800.0,9800.0,8,NÃO,8000.0
5707,2515,RJ,2200.0,9800.0,18,SIM,7600.0
5708,2520,RJ,22000.0,9800.0,25,NÃO,-12200.0
5709,2525,RJ,9000.0,9800.0,12,NÃO,800.0
5710,2530,RJ,1800.0,9800.0,8,NÃO,8000.0
5711,2532,RJ,2200.0,9800.0,18,SIM,7600.0
5712,2537,RJ,1800.0,9800.0,8,NÃO,8000.0
5713,2542,RJ,3100.0,9800.0,14,SIM,6700.0
5714,2547,RJ,15000.0,9800.0,15,NÃO,-5200.0
5715,2549,RJ,9000.0,9800.0,12,NÃO,800.0
5716,2554,RJ,1800.0,9800.0,8,NÃO,8000.0
5717,2559,RJ,3100.0,9800.0,14,SIM,6700.0
5718,2564,RJ,3900.0,9800.0,22,SIM,5900.0
5719,2566,RJ,3100.0,9800.0,14,SIM,6700.0
5720,2571,RJ,15000.0,9800.0,15,NÃO,-5200.0
5721,2576,RJ,5300.0,9800.0,93,SIM,4500.0
5722,2581,RJ,3900.0,9800.0,22,SIM,5900.0
5723,2583,RJ,3100.0,9800.0,14,SIM,6700.0
5724,2584,RJ,6800.0,9800.0,19,SIM,3000.0
5725,2589,RJ,13000.0,9800.0,90,NÃO,-3200.0
5726,2594,RJ,2200.0,9800.0,18,SIM,7600.0
5727,2601,RJ,2200.0,9800.0,18,SIM,7600.0
5728,2606,RJ,22000.0,9800.0,25,NÃO,-12200.0
5729,2611,RJ,9000.0,9800.0,12,NÃO,800.0
5730,2618,RJ,6100.0,9800.0,80,SIM,3700.0
5731,2623,RJ,18300.0,9800.0,150,NÃO,-8500.0
5732,2628,RJ,11500.0,9800.0,30,NÃO,-1700.0
5733,2635,RJ,11500.0,9800.0,30,NÃO,-1700.0
5734,2640,RJ,9800.0,9800.0,120,NÃO,0.0
5735,2645,RJ,13000.0,9800.0,90,NÃO,-3200.0
5736,2652,RJ,17500.0,9800.0,75,NÃO,-7700.0
5737,2657,RJ,4800.0,9800.0,9,NÃO,5000.0
5738,2662,RJ,6800.0,9800.0,19,SIM,3000.0
5739,2667,RJ,11500.0,9800.0,30,NÃO,-1700.0
5740,2669,RJ,6800.0,9800.0,19,SIM,3000.0
5741,2674,RJ,6100.0,9800.0,80,SIM,3700.0
5742,2679,RJ,18300.0,9800.0,150,NÃO,-8500.0
5743,2684,RJ,3900.0,9800.0,22,SIM,5900.0
5744,2686,RJ,3100.0,9800.0,14,SIM,6700.0
5745,2691,RJ,15000.0,9800.0,15,NÃO,-5200.0
5746,2696,RJ,5300.0,9800.0,93,SIM,4500.0
5747,2701,RJ,3900.0,9800.0,22,SIM,5900.0
5748,2703,RJ,3100.0,9800.0,14,SIM,6700.0
5749,2708,RJ,11500.0,9800.0,30,NÃO,-1700.0
5750,2713,RJ,9800.0,9800.0,120,NÃO,0.0
5751,2718,RJ,13000.0,9800.0,90,NÃO,-3200.0
5752,2720,RJ,18300.0,9800.0,150,NÃO,-8500.0
5753,2725,RJ,11500.0,9800.0,30,NÃO,-1700.0
5754,2730,RJ,3900.0,9800.0,22,SIM,5900.0
5755,2735,RJ,4500.0,9800.0,48,SIM,5300.0
5756,2737,RJ,15000.0,9800.0,15,NÃO,-5200.0
5757,2742,RJ,5300.0,9800.0,93,SIM,4500.0
5758,2747,RJ,3900.0,9800.0,22,SIM,5900.0
5759,2752,RJ,2200.0,9800.0,18,SIM,7600.0
5760,2754,RJ,11500.0,9800.0,30,NÃO,-1700.0
5761,2759,RJ,9800.0,9800.0,120,NÃO,0.0
5762,2764,RJ,13000.0,9800.0,90,NÃO,-3200.0
5763,2769,RJ,2200.0,9800.0,18,SIM,7600.0
5764,2771,RJ,11500.0,9800.0,30,NÃO,-1700.0
5765,2776,RJ,3900.0,9800.0,22,SIM,5900.0
5766,2781,RJ,4500.0,9800.0,48,SIM,5300.0
5767,2786,RJ,17500.0,9800.0,75,NÃO,-7700.0
5768,2788,RJ,5300.0,9800.0,93,SIM,4500.0
5769,2793,RJ,3900.0,9800.0,22,SIM,5900.0
5770,2798,RJ,2200.0,9800.0,18,SIM,7600.0
5771,2803,RJ,22000.0,9800.0,25,NÃO,-12200.0
5772,2805,RJ,9800.0,9800.0,120,NÃO,0.0
5773,2810,RJ,13000.0,9800.0,90,NÃO,-3200.0
5774,2815,RJ,2200.0,9800.0,18,SIM,7600.0
5775,2820,RJ,4800.0,9800.0,9,NÃO,5000.0
5776,2822,RJ,3900.0,9800.0,22,SIM,5900.0
5777,2827,RJ,4500.0,9800.0,48,SIM,5300.0
5778,2832,RJ,17500.0,9800.0,75,NÃO,-7700.0
5779,2837,RJ,4800.0,9800.0,9,NÃO,5000.0
5780,2839,RJ,3900.0,9800.0,22,SIM,5900.0
5781,2840,RJ,11500.0,9800.0,30,NÃO,-1700.0
5782,2842,RJ,1800.0,9800.0,8,NÃO,8000.0
5783,2844,RJ,2200.0,9800.0,18,SIM,7600.0
5784,2845,RJ,3900.0,9800.0,22,SIM,5900.0
5785,2849,RJ,22000.0,9800.0,25,NÃO,-12200.0
5786,2850,RJ,4500.0,9800.0,48,SIM,5300.0
5787,2852,RJ,15000.0,9800.0,15,NÃO,-5200.0
5788,2854,RJ,9000.0,9800.0,12,NÃO,800.0
5789,2855,RJ,17500.0,9800.0,75,NÃO,-7700.0
5790,2857,RJ,5300.0,9800.0,93,SIM,4500.0
5791,2859,RJ,1800.0,9800.0,8,NÃO,8000.0
5792,2860,RJ,4800.0,9800.0,9,NÃO,5000.0
5793,2862,RJ,3900.0,9800.0,22,SIM,5900.0
5794,2865,RJ,1800.0,9800.0,8,NÃO,8000.0
5795,2867,RJ,2200.0,9800.0,18,SIM,7600.0
5796,2869,RJ,11500.0,9800.0,30,NÃO,-1700.0
5797,2870,RJ,3100.0,9800.0,14,SIM,6700.0
5798,2872,RJ,22000.0,9800.0,25,NÃO,-12200.0
5799,2873,RJ,4500.0,9800.0,48,SIM,5300.0
5800,2875,RJ,15000.0,9800.0,15,NÃO,-5200.0
5801,2877,RJ,9000.0,9800.0,12,NÃO,800.0
5802,2878,RJ,17500.0,9800.0,75,NÃO,-7700.0
5803,2880,RJ,5300.0,9800.0,93,SIM,4500.0
5804,2882,RJ,1800.0,9800.0,8,NÃO,8000.0
5805,2883,RJ,4800.0,9800.0,9,NÃO,5000.0
5806,2886,RJ,11500.0,9800.0,30,NÃO,-1700.0
5807,2887,RJ,3100.0,9800.0,14,SIM,6700.0
5808,2889,RJ,4800.0,9800.0,9,NÃO,5000.0
5809,2891,RJ,3900.0,9800.0,22,SIM,5900.0
5810,2892,RJ,11500.0,9800.0,30,NÃO,-1700.0
5811,2894,RJ,6800.0,9800.0,19,SIM,3000.0
5812,2896,RJ,4500.0,9800.0,48,SIM,5300.0
5813,2897,RJ,9800.0,9800.0,120,NÃO,0.0
5814,2900,RJ,9000.0,9800.0,12,NÃO,800.0
5815,2901,RJ,17500.0,9800.0,75,NÃO,-7700.0
5816,2904,RJ,18300.0,9800.0,150,NÃO,-8500.0
5817,2905,RJ,1800.0,9800.0,8,NÃO,8000.0
5818,2908,RJ,3900.0,9800.0,22,SIM,5900.0
5819,2909,RJ,11500.0,9800.0,30,NÃO,-1700.0
5820,2915,RJ,11500.0,9800.0,30,NÃO,-1700.0
5821,2920,RJ,9800.0,9800.0,120,NÃO,0.0
5822,2925,RJ,13000.0,9800.0,90,NÃO,-3200.0
5823,2927,RJ,18300.0,9800.0,150,NÃO,-8500.0
5824,2932,RJ,11500.0,9800.0,30,NÃO,-1700.0
5825,2937,RJ,9800.0,9800.0,120,NÃO,0.0
5826,2942,RJ,13000.0,9800.0,90,NÃO,-3200.0
5827,2944,RJ,18300.0,9800.0,150,NÃO,-8500.0
5828,2949,RJ,11500.0,9800.0,30,NÃO,-1700.0
5829,2954,RJ,9800.0,9800.0,120,NÃO,0.0
5830,2959,RJ,13000.0,9800.0,90,NÃO,-3200.0
5831,2961,RJ,18300.0,9800.0,150,NÃO,-8500.0
5832,2966,RJ,11500.0,9800.0,30,NÃO,-1700.0
5833,2971,RJ,9800.0,9800.0,120,NÃO,0.0
5834,2976,RJ,13000.0,9800.0,90,NÃO,-3200.0
5835,2978,RJ,18300.0,9800.0,150,NÃO,-8500.0
5836,2983,RJ,11500.0,9800.0,30,NÃO,-1700.0
5837,2988,RJ,9800.0,9800.0,120,NÃO,0.0
5838,2993,RJ,13000.0,9800.0,90,NÃO,-3200.0
5839,2995,RJ,18300.0,9800.0,150,NÃO,-8500.0
5840,3000,RJ,11500.0,9800.0,30,NÃO,-1700.0
5841,3005,RJ,9800.0,9800.0,120,NÃO,0.0
5842,3010,RJ,13000.0,9800.0,90,NÃO,-3200.0
5843,3012,RJ,18300.0,9800.0,150,NÃO,-8500.0
5844,3017,RJ,11500.0,9800.0,30,NÃO,-1700.0
5845,3022,RJ,9800.0,9800.0,120,NÃO,0.0
5846,3027,RJ,13000.0,9800.0,90,NÃO,-3200.0
5847,3029,RJ,18300.0,9800.0,150,NÃO,-8500.0
5848,3034,RJ,11500.0,9800.0,30,NÃO,-1700.0
5849,3039,RJ,9800.0,9800.0,120,NÃO,0.0
5850,3044,RJ,13000.0,9800.0,90,NÃO,-3200.0
5851,3046,RJ,18300.0,9800.0,150,NÃO,-8500.0
5852,3051,RJ,11500.0,9800.0,30,NÃO,-1700.0
5853,3056,RJ,9800.0,9800.0,120,NÃO,0.0
5854,3061,RJ,13000.0,9800.0,90,NÃO,-3200.0
5855,3063,RJ,18300.0,9800.0,150,NÃO,-8500.0
5856,3068,RJ,11500.0,9800.0,30,NÃO,-1700.0
5857,3073,RJ,2200.0,9800.0,18,SIM,7600.0
5858,3078,RJ,22000.0,9800.0,25,NÃO,-12200.0
5859,3080,RJ,9800.0,9800.0,120,NÃO,0.0
5860,3085,RJ,13000.0,9800.0,90,NÃO,-3200.0
5861,3090,RJ,2200.0,9800.0,18,SIM,7600.0
5862,3095,RJ,1800.0,9800.0,8,NÃO,8000.0
5863,3097,RJ,2200.0,9800.0,18,SIM,7600.0
5864,3102,RJ,22000.0,9800.0,25,NÃO,-12200.0
5865,3107,RJ,9000.0,9800.0,12,NÃO,800.0
5866,3112,RJ,1800.0,9800.0,8,NÃO,8000.0
5867,3114,RJ,2200.0,9800.0,18,SIM,7600.0
5868,3119,RJ,1800.0,9800.0,8,NÃO,8000.0
5869,3124,RJ,3100.0,9800.0,14,SIM,6700.0
5870,3129,RJ,15000.0,9800.0,15,NÃO,-5200.0
5871,3131,RJ,9000.0,9800.0,12,NÃO,800.0
5872,3136,RJ,1800.0,9800.0,8,NÃO,8000.0
5873,3141,RJ,3100.0,9800.0,14,SIM,6700.0
5874,3146,RJ,3900.0,9800.0,22,SIM,5900.0
5875,3148,RJ,3100.0,9800.0,14,SIM,6700.0
5876,3153,RJ,15000.0,9800.0,15,NÃO,-5200.0
5877,3158,RJ,5300.0,9800.0,93,SIM,4500.0
5878,3163,RJ,3900.0,9800.0,22,SIM,5900.0
5879,3165,RJ,3100.0,9800.0,14,SIM,6700.0
5880,3166,RJ,6800.0,9800.0,19,SIM,3000.0
5881,3171,RJ,13000.0,9800.0,90,NÃO,-3200.0
5882,3176,RJ,2200.0,9800.0,18,SIM,7600.0
5883,3183,RJ,2200.0,9800.0,18,SIM,7600.0
5884,3188,RJ,22000.0,9800.0,25,NÃO,-12200.0
5885,3193,RJ,9000.0,9800.0,12,NÃO,800.0
5886,3200,RJ,6100.0,9800.0,80,SIM,3700.0
5887,3205,RJ,18300.0,9800.0,150,NÃO,-8500.0
5888,3210,RJ,11500.0,9800.0,30,NÃO,-1700.0
5889,3217,RJ,11500.0,9800.0,30,NÃO,-1700.0
5890,3222,RJ,9800.0,9800.0,120,NÃO,0.0
5891,3227,RJ,13000.0,9800.0,90,NÃO,-3200.0
5892,3234,RJ,17500.0,9800.0,75,NÃO,-7700.0
5893,3239,RJ,4800.0,9800.0,9,NÃO,5000.0
5894,3244,RJ,6800.0,9800.0,19,SIM,3000.0
5895,3249,RJ,11500.0,9800.0,30,NÃO,-1700.0
5896,3251,RJ,6800.0,9800.0,19,SIM,3000.0
5897,3256,RJ,6100.0,9800.0,80,SIM,3700.0
5898,3261,RJ,18300.0,9800.0,150,NÃO,-8500.0
5899,3266,RJ,3900.0,9800.0,22,SIM,5900.0
5900,3268,RJ,3100.0,9800.0,14,SIM,6700.0
5901,3273,RJ,15000.0,9800.0,15,NÃO,-5200.0
5902,3278,RJ,5300.0,9800.0,93,SIM,4500.0
5903,3283,RJ,3900.0,9800.0,22,SIM,5900.0
5904,3285,RJ,3100.0,9800.0,14,SIM,6700.0
5905,3290,RJ,11500.0,9800.0,30,NÃO,-1700.0
5906,3295,RJ,9800.0,9800.0,120,NÃO,0.0
5907,3300,RJ,13000.0,9800.0,90,NÃO,-3200.0
5908,3302,RJ,18300.0,9800.0,150,NÃO,-8500.0
5909,3307,RJ,11500.0,9800.0,30,NÃO,-1700.0
5910,3312,RJ,3900.0,9800.0,22,SIM,5900.0
5911,3317,RJ,4500.0,9800.0,48,SIM,5300.0
5912,3319,RJ,15000.0,9800.0,15,NÃO,-5200.0
5913,3324,RJ,5300.0,9800.0,93,SIM,4500.0
5914,3329,RJ,3900.0,9800.0,22,SIM,5900.0
5915,3334,RJ,2200.0,9800.0,18,SIM,7600.0
5916,3336,RJ,11500.0,9800.0,30,NÃO,-1700.0
5917,3341,RJ,9800.0,9800.0,120,NÃO,0.0
5918,3346,RJ,13000.0,9800.0,90,NÃO,-3200.0
5919,3351,RJ,2200.0,9800.0,18,SIM,7600.0
5920,3353,RJ,11500.0,9800.0,30,NÃO,-1700.0
5921,3358,RJ,3900.0,9800.0,22,SIM,5900.0
5922,3363,RJ,4500.0,9800.0,48,SIM,5300.0
5923,3368,RJ,17500.0,9800.0,75,NÃO,-7700.0
5924,3370,RJ,5300.0,9800.0,93,SIM,4500.0
5925,3375,RJ,3900.0,9800.0,22,SIM,5900.0
5926,3380,RJ,2200.0,9800.0,18,SIM,7600.0
5927,3385,RJ,22000.0,9800.0,25,NÃO,-12200.0
5928,3387,RJ,9800.0,9800.0,120,NÃO,0.0
5929,3392,RJ,13000.0,9800.0,90,NÃO,-3200.0
5930,3397,RJ,2200.0,9800.0,18,SIM,7600.0
5931,3402,RJ,4800.0,9800.0,9,NÃO,5000.0
5932,3404,RJ,3900.0,9800.0,22,SIM,5900.0
5933,3409,RJ,4500.0,9800.0,48,SIM,5300.0
5934,3414,RJ,17500.0,9800.0,75,NÃO,-7700.0
5935,3419,RJ,4800.0,9800.0,9,NÃO,5000.0
5936,3421,RJ,3900.0,9800.0,22,SIM,5900.0
5937,3422,RJ,11500.0,9800.0,30,NÃO,-1700.0
5938,3424,RJ,1800.0,9800.0,8,NÃO,8000.0
5939,3426,RJ,2200.0,9800.0,18,SIM,7600.0
5940,3427,RJ,3900.0,9800.0,22,SIM,5900.0
5941,3431,RJ,22000.0,9800.0,25,NÃO,-12200.0
5942,3432,RJ,4500.0,9800.0,48,SIM,5300.0
5943,3434,RJ,15000.0,9800.0,15,NÃO,-5200.0
5944,3436,RJ,9000.0,9800.0,12,NÃO,800.0
5945,3437,RJ,17500.0,9800.0,75,NÃO,-7700.0
5946,3439,RJ,5300.0,9800.0,93,SIM,4500.0
5947,3441,RJ,1800.0,9800.0,8,NÃO,8000.0
5948,3442,RJ,4800.0,9800.0,9,NÃO,5000.0
5949,3444,RJ,3900.0,9800.0,22,SIM,5900.0
5950,3447,RJ,1800.0,9800.0,8,NÃO,8000.0
5951,3449,RJ,2200.0,9800.0,18,SIM,7600.0
5952,3451,RJ,11500.0,9800.0,30,NÃO,-1700.0
5953,3452,RJ,3100.0,9800.0,14,SIM,6700.0
5954,3454,RJ,22000.0,9800.0,25,NÃO,-12200.0
5955,3455,RJ,4500.0,9800.0,48,SIM,5300.0
5956,3457,RJ,15000.0,9800.0,15,NÃO,-5200.0
5957,3459,RJ,9000.0,9800.0,12,NÃO,800.0
5958,3460,RJ,17500.0,9800.0,75,NÃO,-7700.0
5959,3462,RJ,5300.0,9800.0,93,SIM,4500.0
5960,3464,RJ,1800.0,9800.0,8,NÃO,8000.0
5961,3465,RJ,4800.0,9800.0,9,NÃO,5000.0
5962,3468,RJ,11500.0,9800.0,30,NÃO,-1700.0
5963,3469,RJ,3100.0,9800.0,14,SIM,6700.0
5964,3471,RJ,4800.0,9800.0,9,NÃO,5000.0
5965,3473,RJ,3900.0,9800.0,22,SIM,5900.0
5966,3474,RJ,11500.0,9800.0,30,NÃO,-1700.0
5967,3476,RJ,6800.0,9800.0,19,SIM,3000.0
5968,3478,RJ,4500.0,9800.0,48,SIM,5300.0
5969,3479,RJ,9800.0,9800.0,120,NÃO,0.0
5970,3482,RJ,9000.0,9800.0,12,NÃO,800.0
5971,3483,RJ,17500.0,9800.0,75,NÃO,-7700.0
5972,3486,RJ,18300.0,9800.0,150,NÃO,-8500.0
5973,3487,RJ,1800.0,9800.0,8,NÃO,8000.0
5974,3490,RJ,3900.0,9800.0,22,SIM,5900.0
5975,3491,RJ,11500.0,9800.0,30,NÃO,-1700.0
5976,3497,RJ,11500.0,9800.0,30,NÃO,-1700.0
5977,3502,RJ,9800.0,9800.0,120,NÃO,0.0
5978,3507,RJ,13000.0,9800.0,90,NÃO,-3200.0
5979,3509,RJ,18300.0,9800.0,150,NÃO,-8500.0
5980,3514,RJ,11500.0,9800.0,30,NÃO,-1700.0
5981,3519,RJ,9800.0,9800.0,120,NÃO,0.0
5982,3524,RJ,13000.0,9800.0,90,NÃO,-3200.0
5983,3526,RJ,18300.0,9800.0,150,NÃO,-8500.0
5984,3531,RJ,11500.0,9800.0,30,NÃO,-1700.0
5985,3536,RJ,9800.0,9800.0,120,NÃO,0.0
5986,3541,RJ,13000.0,9800.0,90,NÃO,-3200.0
5987,3543,RJ,18300.0,9800.0,150,NÃO,-8500.0
5988,3548,RJ,11500.0,9800.0,30,NÃO,-1700.0
5989,3553,RJ,9800.0,9800.0,120,NÃO,0.0
5990,3558,RJ,13000.0,9800.0,90,NÃO,-3200.0
5991,3560,RJ,18300.0,9800.0,150,NÃO,-8500.0
5992,3565,RJ,11500.0,9800.0,30,NÃO,-1700.0
5993,3570,RJ,9800.0,9800.0,120,NÃO,0.0
5994,3575,RJ,13000.0,9800.0,90,NÃO,-3200.0
5995,3577,RJ,18300.0,9800.0,150,NÃO,-8500.0
5996,3582,RJ,11500.0,9800.0,30,NÃO,-1700.0
5997,3587,RJ,9800.0,9800.0,120,NÃO,0.0
5998,3592,RJ,13000.0,9800.0,90,NÃO,-3200.0
5999,3594,RJ,18300.0,9800.0,150,NÃO,-8500.0
6000,3599,RJ,11500.0,9800.0,30,NÃO,-1700.0
6001,3604,RJ,9800.0,9800.0,120,NÃO,0.0
6002,3609,RJ,13000.0,9800.0,90,NÃO,-3200.0
6003,3611,RJ,18300.0,9800.0,150,NÃO,-8500.0
6004,3616,RJ,11500.0,9800.0,30,NÃO,-1700.0
6005,3621,RJ,9800.0,9800.0,120,NÃO,0.0
6006,3626,RJ,13000.0,9800.0,90,NÃO,-3200.0
6007,3628,RJ,18300.0,9800.0,150,NÃO,-8500.0
6008,3633,RJ,11500.0,9800.0,30,NÃO,-1700.0
6009,3638,RJ,9800.0,9800.0,120,NÃO,0.0
6010,3643,RJ,13000.0,9800.0,90,NÃO,-3200.0
6011,3645,RJ,18300.0,9800.0,150,NÃO,-8500.0
6012,3650,RJ,11500.0,9800.0,30,NÃO,-1700.0
6013,3655,RJ,2200.0,9800.0,18,SIM,7600.0
6014,3660,RJ,22000.0,9800.0,25,NÃO,-12200.0
6015,3662,RJ,9800.0,9800.0,120,NÃO,0.0
6016,3667,RJ,13000.0,9800.0,90,NÃO,-3200.0
6017,3672,RJ,2200.0,9800.0,18,SIM,7600.0
6018,3677,RJ,1800.0,9800.0,8,NÃO,8000.0
6019,3679,RJ,2200.0,9800.0,18,SIM,7600.0
6020,3684,RJ,22000.0,9800.0,25,NÃO,-12200.0
6021,3689,RJ,9000.0,9800.0,12,NÃO,800.0
6022,3694,RJ,1800.0,9800.0,8,NÃO,8000.0
6023,3696,RJ,2200.0,9800.0,18,SIM,7600.0
6024,3701,RJ,1800.0,9800.0,8,NÃO,8000.0
6025,3706,RJ,3100.0,9800.0,14,SIM,6700.0
6026,3711,RJ,15000.0,9800.0,15,NÃO,-5200.0
6027,3713,RJ,9000.0,9800.0,12,NÃO,800.0
6028,3718,RJ,1800.0,9800.0,8,NÃO,8000.0
6029,3723,RJ,3100.0,9800.0,14,SIM,6700.0
6030,3728,RJ,3900.0,9800.0,22,SIM,5900.0
6031,3730,RJ,3100.0,9800.0,14,SIM,6700.0
6032,3735,RJ,15000.0,9800.0,15,NÃO,-5200.0
6033,3740,RJ,5300.0,9800.0,93,SIM,4500.0
6034,3745,RJ,3900.0,9800.0,22,SIM,5900.0
6035,3747,RJ,3100.0,9800.0,14,SIM,6700.0
6036,3748,RJ,6800.0,9800.0,19,SIM,3000.0
6037,3753,RJ,13000.0,9800.0,90,NÃO,-3200.0
6038,3758,RJ,2200.0,9800.0,18,SIM,7600.0
6039,3765,RJ,2200.0,9800.0,18,SIM,7600.0
6040,3770,RJ,22000.0,9800.0,25,NÃO,-12200.0
6041,3775,RJ,9000.0,9800.0,12,NÃO,800.0
6042,3782,RJ,6100.0,9800.0,80,SIM,3700.0
6043,3787,RJ,18300.0,9800.0,150,NÃO,-8500.0
6044,3792,RJ,11500.0,9800.0,30,NÃO,-1700.0
6045,3799,RJ,11500.0,9800.0,30,NÃO,-1700.0
6046,3804,RJ,9800.0,9800.0,120,NÃO,0.0
6047,3809,RJ,13000.0,9800.0,90,NÃO,-3200.0
6048,3816,RJ,17500.0,9800.0,75,NÃO,-7700.0
6049,3821,RJ,4800.0,9800.0,9,NÃO,5000.0
6050,3826,RJ,6800.0,9800.0,19,SIM,3000.0
6051,3831,RJ,11500.0,9800.0,30,NÃO,-1700.0
6052,3833,RJ,6800.0,9800.0,19,SIM,3000.0
6053,3838,RJ,6100.0,9800.0,80,SIM,3700.0
6054,3843,RJ,18300.0,9800.0,150,NÃO,-8500.0
6055,3848,RJ,3900.0,9800.0,22,SIM,5900.0
6056,3850,RJ,3100.0,9800.0,14,SIM,6700.0
6057,3855,RJ,15000.0,9800.0,15,NÃO,-5200.0
6058,3860,RJ,5300.0,9800.0,93,SIM,4500.0
6059,3865,RJ,3900.0,9800.0,22,SIM,5900.0
6060,3867,RJ,3100.0,9800.0,14,SIM,6700.0
6061,3872,RJ,11500.0,9800.0,30,NÃO,-1700.0
6062,3877,RJ,9800.0,9800.0,120,NÃO,0.0
6063,3882,RJ,13000.0,9800.0,90,NÃO,-3200.0
6064,3884,RJ,18300.0,9800.0,150,NÃO,-8500.0
6065,3889,RJ,11500.0,9800.0,30,NÃO,-1700.0
6066,3894,RJ,3900.0,9800.0,22,SIM,5900.0
6067,3899,RJ,4500.0,9800.0,48,SIM,5300.0
6068,3901,RJ,15000.0,9800.0,15,NÃO,-5200.0
6069,3906,RJ,5300.0,9800.0,93,SIM,4500.0
6070,3911,RJ,3900.0,9800.0,22,SIM,5900.0
6071,3916,RJ,2200.0,9800.0,18,SIM,7600.0
6072,3918,RJ,11500.0,9800.0,30,NÃO,-1700.0
6073,3923,RJ,9800.0,9800.0,120,NÃO,0.0
6074,3928,RJ,13000.0,9800.0,90,NÃO,-3200.0
6075,3933,RJ,2200.0,9800.0,18,SIM,7600.0
6076,3935,RJ,11500.0,9800.0,30,NÃO,-1700.0
6077,3940,RJ,3900.0,9800.0,22,SIM,5900.0
6078,3945,RJ,4500.0,9800.0,48,SIM,5300.0
6079,3950,RJ,17500.0,9800.0,75,NÃO,-7700.0
6080,3952,RJ,5300.0,9800.0,93,SIM,4500.0
6081,3957,RJ,3900.0,9800.0,22,SIM,5900.0
6082,3962,RJ,2200.0,9800.0,18,SIM,7600.0
6083,3967,RJ,22000.0,9800.0,25,NÃO,-12200.0
6084,3969,RJ,9800.0,9800.0,120,NÃO,0.0
6085,3974,RJ,13000.0,9800.0,90,NÃO,-3200.0
6086,3979,RJ,2200.0,9800.0,18,SIM,7600.0
6087,3984,RJ,4800.0,9800.0,9,NÃO,5000.0
6088,3986,RJ,3900.0,9800.0,22,SIM,5900.0
6089,3991,RJ,4500.0,9800.0,48,SIM,5300.0
6090,3996,RJ,17500.0,9800.0,75,NÃO,-7700.0
6091,4001,RJ,4800.0,9800.0,9,NÃO,5000.0
6092,4003,RJ,3900.0,9800.0,22,SIM,5900.0
6093,4004,RJ,11500.0,9800.0,30,NÃO,-1700.0
6094,4006,RJ,1800.0,9800.0,8,NÃO,8000.0
6095,4008,RJ,2200.0,9800.0,18,SIM,7600.0
6096,4009,RJ,3900.0,9800.0,22,SIM,5900.0
6097,4013,RJ,22000.0,9800.0,25,NÃO,-12200.0
6098,4014,RJ,4500.0,9800.0,48,SIM,5300.0
6099,4016,RJ,15000.0,9800.0,15,NÃO,-5200.0
6100,4018,RJ,9000.0,9800.0,12,NÃO,800.0
6101,4019,RJ,17500.0,9800.0,75,NÃO,-7700.0
6102,4021,RJ,5300.0,9800.0,93,SIM,4500.0
